k, Result
1, 0.0
2, 7.716049382716049E-4
3, 0.0015432098765432098
4, 0.004629629629629629
5, 0.009516460905349794
6, 0.012217078189300411
7, 0.020233196159122082
8, 0.023040980795610427
9, 0.02584876543209877
10, 0.02457347393689986
11, 0.030085448102423407
12, 0.029549611339734792
13, 0.030921353452217647
14, 0.03808013260173754
15, 0.03991785423969922
16, 0.04573465998577452
17, 0.048107821470304325
18, 0.04993810093100646
19, 0.053316551719758166
20, 0.054933621071059625
21, 0.055900839504055944
22, 0.05751235202967026
23, 0.0597388364694999
24, 0.061277847488009
25, 0.06416535529990629
26, 0.06570004618045558
27, 0.06828689738136501
28, 0.07182880089302597
29, 0.06365365906142058
30, 0.06437284575408991
31, 0.06586946688637589
32, 0.06643306215354285
33, 0.06697286705656177
34, 0.06846513364740733
35, 0.06847368316755763
36, 0.07377409348637581
37, 0.06318074315109963
38, 0.060673733878859736
39, 0.05878916444115416
40, 0.058652761446367246
41, 0.05715361734537977
42, 0.057990139574365926
43, 0.05716740548028979
44, 0.05677994048252028
45, 0.0621974121172153
46, 0.04997861818760035
47, 0.04608072728553471
48, 0.04083188104708629
49, 0.03801113006453795
50, 0.03656048728767059
51, 0.035844580679661855
52, 0.03549846538720691
53, 0.034708634382632005
54, 0.0332214330162398
55, 0.040017997894399734
56, 0.027609949471276533
57, 0.02354374994797143
58, 0.017885804487871595
59, 0.015685328769300323
60, 0.013926729198850296
61, 0.013805965170208148
62, 0.013111638382040762
63, 0.013149467925751022
64, 0.01253223363845544
65, 0.011715462981070974
66, 0.01682072930657258
67, 0.008133437831574877
68, 0.005057634688663406
69, 0.0035869163711970066
70, 0.0027038795591510846
71, 0.0022546026734492426
72, 0.002130334687148251
73, 0.002162456173362065
74, 0.002069732853217831
75, 0.002094223879263863
76, 0.0019371193001028713
77, 0.0017625897127196153
78, 0.0036221811360789623
