k, Result
1, 0.006944444444444444
2, 0.013888888888888888
3, 0.0162037037037037
4, 0.018518518518518517
5, 0.023148148148148147
6, 0.028067129629629626
7, 0.032407407407407406
8, 0.03819444444444444
9, 0.04311342592592592
10, 0.05044367283950616
11, 0.057291666666666664
12, 0.0655864197530864
13, 0.07474922839506172
14, 0.08449074074074071
15, 0.0932355967078189
16, 0.10280832047325102
17, 0.1133696630658436
18, 0.124316808127572
19, 0.13573013117283947
20, 0.14799543467078188
21, 0.1614824459876543
22, 0.17457963605967072
23, 0.18848861882716045
24, 0.2032857510288065
25, 0.21844457304526743
26, 0.2341298546810699
27, 0.2503858024691358
28, 0.26730953682270225
29, 0.2847510234482167
30, 0.3023890951860424
31, 0.3205991726680383
32, 0.3395975999871398
33, 0.35856957036608356
34, 0.37802848240312065
35, 0.3978648244598765
36, 0.4183865910422381
37, 0.4390445494684498
38, 0.460052029749657
39, 0.48069000592992683
40, 0.5022168013403063
41, 0.5232673718278462
42, 0.5444769072216505
43, 0.5653457397405119
44, 0.5867683818801439
45, 0.6080196120720449
46, 0.628878746503665
47, 0.649922842296989
48, 0.6708395512724334
49, 0.691106753530271
50, 0.7107086530492683
51, 0.7301825517707617
52, 0.7485051549729222
53, 0.7664944091015445
54, 0.783849324600087
55, 0.8016029020298883
56, 0.8180775971139633
57, 0.8346496234729643
58, 0.8497262171829748
59, 0.864590648373398
60, 0.8778000246162414
61, 0.8909666424498216
62, 0.9022947618681888
63, 0.9131540861373472
64, 0.9225613222382377
65, 0.9315487869821633
66, 0.9421643683176688
67, 0.9512450015624228
68, 0.9588661189971519
69, 0.9655577991936969
70, 0.9711157865581949
71, 0.9761819956246073
72, 0.9804689575669748
73, 0.9837993886759927
74, 0.9865884302665757
75, 0.9891389204235643
76, 0.9912487666296689
77, 0.9933408072328733
78, 1.0
