k, Result
1, 0.00694443888889
2, 0.00694443888889
3, 0.016203689814818147
4, 0.015046283796299072
5, 0.016203689814818147
6, 0.030092564583341384
7, 0.02647567083333958
8, 0.028356455555562776
9, 0.030092564583341384
10, 0.05205113033695201
11, 0.04443154100438626
12, 0.04724468040768008
13, 0.022199688882471404
14, 0.022617640875784585
15, 0.041276120640994514
16, 0.030037963824876224
17, 0.03154399747087199
18, 0.032259003409283754
19, 0.029496098308652435
20, 0.026322943913985555
21, 0.03845393195586522
22, 0.03087637402848894
23, 0.028349236143356188
24, 0.023951193997180244
25, 0.02139994348304479
26, 0.01922193803431951
27, 0.018385531513252555
28, 0.023602784525122274
29, 0.01941261142270453
30, 0.02081259335997405
31, 0.017810351760771604
32, 0.017470369809648507
33, 0.014804581750239474
34, 0.013162698433448175
35, 0.010195782480731197
36, 0.012568322288107954
37, 0.009970193831645493
38, 0.010452467173403064
39, 0.009813360535429763
40, 0.010156288723313325
41, 0.008099829000859909
42, 0.007975660162799414
43, 0.0058587795100407195
44, 0.005218618736472101
45, 0.005198830253719614
46, 0.004139455224707309
47, 0.004230675590902676
48, 0.0044072773315668706
49, 0.004016581989806312
50, 0.0033744711533506976
51, 0.0033459523302252206
52, 0.0023501106869720147
53, 0.001985163706946558
54, 0.001418899848126945
55, 0.0016018787488994485
56, 0.0011737008047969738
57, 0.0015139224618408217
58, 0.0011250743376181296
59, 0.001277769696603532
60, 9.380616900024206E-4
61, 9.175376489029959E-4
62, 5.309755814663502E-4
63, 4.299602615966908E-4
64, 2.2023048329100332E-4
65, 1.6215208705192813E-4
66, 3.4864093602091084E-4
67, 3.234911439550041E-4
68, 2.722305218271286E-4
69, 2.2949485579390426E-4
70, 1.8700176028581362E-4
71, 1.2558946450408375E-4
72, 1.0661192521385301E-4
73, 2.5224198294999295E-5
74, 7.133740527482E-6
75, 2.1371064994099405E-6
76, 2.408119945963116E-7
77, 3.0805953426358973E-9
78, 1.4798177686477535E-4
