k, Result
1, 0.0
2, 0.0
3, 0.0
4, 1.0
5, 0.5
6, 0.5294117647058824
7, 0.26666666666666666
8, 0.45
9, 0.3529411764705882
10, 0.3684210526315789
11, 0.36619718309859156
12, 0.3333333333333334
13, 0.4105263157894737
14, 0.4432989690721649
15, 0.6029411764705882
16, 0.4698795180722891
17, 0.5015698587127158
18, 0.4249291784702548
19, 0.5105148658448151
20, 0.4650416933932007
21, 0.5401234567901233
22, 0.49216671593260425
23, 0.537122969837587
24, 0.4954054054054054
25, 0.540393578456758
26, 0.5430343758077022
27, 0.566915422885572
28, 0.5468007091627046
29, 0.5392869707986395
30, 0.5598580125574915
31, 0.5844003791187347
32, 0.5880362386306669
33, 0.5598949087552367
34, 0.5921563844800252
35, 0.5871489621489623
36, 0.6141147591285671
37, 0.59455306640538
38, 0.6077841486226208
39, 0.6222753340803336
40, 0.638969288974167
41, 0.6236758906163422
42, 0.6370322838084864
43, 0.6315221044859186
44, 0.640490823936808
45, 0.658569240572227
46, 0.663099121020422
47, 0.6552313349734924
48, 0.6764487010096784
49, 0.680497259449122
50, 0.6854581116837034
51, 0.7115793650083378
52, 0.6690291243934371
53, 0.6890005912705209
54, 0.667278650679804
55, 0.7482213996358824
56, 0.7099456466420214
57, 0.7498700766780199
58, 0.6926564993814746
59, 0.7280812615914952
60, 0.7539968713237424
61, 0.7856543638990869
62, 0.7563989089868023
63, 0.6968356942988458
64, 0.6662367641358671
65, 0.7420528806394867
66, 0.8263462663683949
67, 0.8445498190059155
68, 0.7871750221691027
69, 0.7615507435714225
70, 0.719411510772509
71, 0.756626864239579
72, 0.9764525073925008
73, 0.8442755992038907
74, 0.8397323101490287
75, 0.04596142725721279
76, 1.0
77, 1.0
78, 1.0
