k, Result
1, 0.006944444444444444
2, 0.013888888888888888
3, 0.0162037037037037
4, 0.018518518518518517
5, 0.023148148148148147
6, 0.028067129629629626
7, 0.032407407407407406
8, 0.03819444444444444
9, 0.04311342592592592
10, 0.05044367283950617
11, 0.057484567901234566
12, 0.06558641975308642
13, 0.07513503086419752
14, 0.0844907407407407
15, 0.09338027263374482
16, 0.10356385030864196
17, 0.11409304269547323
18, 0.125586741255144
19, 0.13725726594650203
20, 0.15021379886831276
21, 0.16353202160493824
22, 0.17779465663580246
23, 0.19200504758230447
24, 0.20727639531893
25, 0.22329523533950615
26, 0.23938641332304522
27, 0.2560080697016461
28, 0.2733152622385116
29, 0.2910986796982167
30, 0.3094658243312757
31, 0.3282954630701303
32, 0.34770882898233874
33, 0.3673040444958847
34, 0.3873898855452674
35, 0.4078963584533607
36, 0.42841879483167566
37, 0.4493048187800067
38, 0.4701514363997484
39, 0.4911758848451074
40, 0.5125208306541494
41, 0.5339425797325101
42, 0.5555117955532692
43, 0.5766928646190556
44, 0.598216645947645
45, 0.6193066088096921
46, 0.6404535182818571
47, 0.660919580167431
48, 0.6814967723649332
49, 0.7012223329618198
50, 0.7205787941261573
51, 0.7399938345282491
52, 0.7586319953489367
53, 0.7766992946602077
54, 0.7942039095543264
55, 0.8112869840239275
56, 0.8276152728758636
57, 0.8433367033372506
58, 0.8580218137161508
59, 0.8720160853854886
60, 0.8847918989866335
61, 0.8975948641311465
62, 0.9092071754917987
63, 0.9202970243024793
64, 0.9296374467065684
65, 0.9384366181640126
66, 0.9478537041027904
67, 0.9564340464777985
68, 0.963152553785297
69, 0.9692478872790589
70, 0.9742018849797733
71, 0.9788421885133763
72, 0.9829364965185244
73, 0.9867255405603745
74, 0.989745391394521
75, 0.9919991793867738
76, 0.9932537256190551
77, 0.9941029776610147
78, 1.0
