k, Result
1, 0.00694443888889
2, 0.00694443888889
3, 0.002314812037038148
4, 0.002314812037038148
5, 0.004629624074076296
6, 0.00491897523148426
7, 0.004340272222224722
8, 0.005787029398151759
9, 0.004918974537040648
10, 0.007330236419758704
11, 0.00704088456790713
12, 0.008101839737661204
13, 0.009162794444452872
14, 0.009741496682108518
15, 0.00874484075039619
16, 0.009612894589132115
17, 0.01060151133939109
18, 0.010914974636717659
19, 0.01144545157859163
20, 0.012184904439961817
21, 0.013647735236647484
22, 0.013016788094800844
23, 0.014089798421449883
24, 0.014640369116539171
25, 0.01517084538969018
26, 0.015701321958622592
27, 0.016207685905384316
28, 0.01728069588655345
29, 0.017285718642872455
30, 0.017647406745691527
31, 0.01825725388097711
32, 0.019066029776899897
33, 0.018915660014304125
34, 0.019559331648314818
35, 0.019710034543443156
36, 0.020504074615017808
37, 0.020747209243515558
38, 0.021142498595326093
39, 0.020700768510146673
40, 0.02165366154047827
41, 0.02096287978822029
42, 0.02116694269733503
43, 0.020773884705061828
44, 0.021476386216260135
45, 0.02128873115155579
46, 0.020934897983271514
47, 0.02112895603570661
48, 0.02101369476631368
49, 0.020283353713703434
50, 0.019454706394526684
51, 0.01949277231780021
52, 0.01826637923255782
53, 0.018026927403010738
54, 0.017344769757031787
55, 0.01767769809537037
56, 0.01655718869121112
57, 0.01676801787659412
58, 0.015121074037791995
59, 0.014919698055754995
60, 0.012984809689350289
61, 0.013138018363486681
62, 0.011339575807814866
63, 0.010826598767794175
64, 0.009425872626893015
65, 0.008946433523962752
66, 0.010492782646294883
67, 0.009199051243319867
68, 0.007706132697646383
69, 0.006727062766565914
70, 0.005571697874772577
71, 0.004740440526907687
72, 0.004155753673033696
73, 0.0034345560652079997
74, 0.002925832842421314
75, 0.002394516681422093
76, 0.0020892087365972085
77, 0.0017072146669555254
78, 0.0065926661590169485
