k, Result
1, 0.006944444444444444
2, 0.013888888888888888
3, 0.030092592592592587
4, 0.04513888888888888
5, 0.06134259259259259
6, 0.09143518518518517
7, 0.11791087962962962
8, 0.1480034722222222
9, 0.17635995370370372
10, 0.22841113683127567
11, 0.2728427211934156
12, 0.32259516460905346
13, 0.3447948816872428
14, 0.36760545267489714
15, 0.4061810110168037
16, 0.43632752218364196
17, 0.4714402354466734
18, 0.5008057645318928
19, 0.5310453773362482
20, 0.5569061990955074
21, 0.5949301804698215
22, 0.6257262262624312
23, 0.6543668686771261
24, 0.678004637667181
25, 0.7002565988297325
26, 0.7192454815564985
27, 0.7380530170288923
28, 0.7617359972457988
29, 0.7810892838563992
30, 0.8008504762025961
31, 0.8187343165416976
32, 0.8359768505122598
33, 0.850602682398834
34, 0.8638847431310192
35, 0.8744325246812368
36, 0.8869539421820721
37, 0.8969005756623338
38, 0.9074681037895466
39, 0.9170185545138493
40, 0.9268553833200066
41, 0.9349657525886869
42, 0.9429099605207383
43, 0.9487736473321879
44, 0.9541073534441802
45, 0.9592290622567959
46, 0.9634239206176969
47, 0.9676943915964584
48, 0.9721995499392916
49, 0.9760166307366102
50, 0.9793225023215097
51, 0.9826055483223793
52, 0.984967268912923
53, 0.9869683766240288
54, 0.9884146496707309
55, 0.9900277748511244
56, 0.9911825031473958
57, 0.9926726675865594
58, 0.9938635556854116
59, 0.9951457963889959
60, 0.995981471071133
61, 0.9968872460429236
62, 0.9974210198705762
63, 0.9978562192233111
64, 0.9980817607200303
65, 0.9982524910253736
66, 0.9985895398759828
67, 0.9989148218449142
68, 0.9991859291635258
69, 0.9994378239296329
70, 0.9996122843081388
71, 0.9997187433921867
72, 0.9998185107468911
73, 0.9998489462861243
74, 0.99985350493351
75, 0.999854336357297
76, 0.9998543736734984
77, 0.9998543742521147
78, 0.9999999300537267
