k, Result
1, 0.006944444444444444
2, 0.006944444444444444
3, 0.0023148148148148147
4, 0.0011574074074074073
5, 0.0023148148148148147
6, 0.004050925925925926
7, 0.002170138888888889
8, 0.0037615740740740734
9, 0.0023148148148148147
10, 0.005529835390946502
11, 0.0037454989711934155
12, 0.004677854938271605
13, 0.004742155349794238
14, 0.005256558641975309
15, 0.005233785579561041
16, 0.005509071716392319
17, 0.005612890089163236
18, 0.005986636231138546
19, 0.006638682591735253
20, 0.006549599729938271
21, 0.008549610446673524
22, 0.00757070366083676
23, 0.008089795524691355
24, 0.007949138374485593
25, 0.008583770040294923
26, 0.008459857788923181
27, 0.00892050995584705
28, 0.00939321844993141
29, 0.009328066839384714
30, 0.009507869841975783
31, 0.009649122366362306
32, 0.009473749784921076
33, 0.009615648848457023
34, 0.008812968168765952
35, 0.008245102135696488
36, 0.009023156960926381
37, 0.007942714845238433
38, 0.008211568150100972
39, 0.00719301006400669
40, 0.007612061235276395
41, 0.006171915435829775
42, 0.006372177448843465
43, 0.004815736776540986
44, 0.00455743973498506
45, 0.0044667515722963845
46, 0.003619019120215448
47, 0.003575742810999408
48, 0.003899665029772182
49, 0.0030137981055671104
50, 0.0028352578505264248
51, 0.0026689133181148246
52, 0.0020087048368217044
53, 0.0014614046985696185
54, 0.0012183762817661891
55, 0.0013956082339150785
56, 0.0010232063486660776
57, 0.0013379459656416696
58, 9.33912880897247E-4
59, 0.0010899950255608604
60, 5.903150883668554E-4
61, 6.461772369474517E-4
62, 3.546761064831379E-4
63, 3.263501375838755E-4
64, 1.1998321892046992E-4
65, 1.0191727171240467E-4
66, 2.380194110997376E-4
67, 2.0395042794248562E-4
68, 1.2402647350348117E-4
69, 7.750134893726573E-5
70, 3.47364553368822E-5
71, 1.3156719877796495E-5
72, 8.414701184156711E-6
73, 1.4440725600526919E-6
74, 3.606944559074645E-7
75, 4.942070836429277E-9
76, 1.776561411788302E-10
77, 0.0
78, 1.4555580161211044E-4
