k, Result
1, 0.0
2, 7.716061728399999E-4
3, 0.0015432123456799998
4, 0.0046296314814799995
5, 0.00938784742798749
6, 0.012217097788073747
7, 0.01971882800068145
8, 0.022505146116243883
9, 0.022140774447008568
10, 0.023830453440078378
11, 0.025443932083042867
12, 0.02799214223035562
13, 0.023662600300116656
14, 0.030380017305544967
15, 0.029920884519907875
16, 0.03694450335468687
17, 0.03647267840401958
18, 0.036349640826179
19, 0.034385499949251004
20, 0.02721924936324432
21, 0.03899378831415948
22, 0.03182401349370835
23, 0.036075275169386835
24, 0.03059790122897628
25, 0.034173829583075056
26, 0.02515780754483602
27, 0.0240308504587084
28, 0.035995078628366595
29, 0.0258324278978242
30, 0.024996379531010596
31, 0.024088586531235804
32, 0.022855490115055496
33, 0.020214852540992905
34, 0.017103389054491495
35, 0.012632670949419621
36, 0.022886165665495513
37, 0.01571850881671191
38, 0.015600819871765268
39, 0.012785471806601742
40, 0.012639337921724236
41, 0.010229523726222234
42, 0.009547829997657995
43, 0.0063746034580581725
44, 0.005225654815828368
45, 0.009895371184520637
46, 0.006884857845891623
47, 0.006858637641514958
48, 0.005373122605259075
49, 0.00451852154256275
50, 0.0037953417230607023
51, 0.003063477608995737
52, 0.002228306699511491
53, 0.001583683251796814
54, 9.980760050652764E-4
55, 0.0033883915254126875
56, 0.0019141859183912503
57, 0.0019941006997351574
58, 0.0012740015797216187
59, 0.0010588662735827017
60, 6.764968180484912E-4
61, 6.732347958586927E-4
62, 3.812098792302269E-4
63, 2.478249099383956E-4
64, 1.2543598245153304E-4
65, 7.811812078824394E-5
66, 8.061304241491244E-4
67, 3.785210448439622E-4
68, 2.110263094001504E-4
69, 1.4362277644103572E-4
70, 9.24327605870029E-5
71, 5.4570575249637795E-5
72, 4.477649667503734E-5
73, 2.9695836079438697E-5
74, 9.795269024410569E-6
75, 3.404699924850584E-6
76, 1.4747622800094462E-7
77, 1.089673223229461E-11
78, 1.202868862336403E-4
