k, Result
1, 0.027777777777777776
2, 0.05555555555555555
3, 0.07407407407407407
4, 0.09259259259259259
5, 0.12962962962962965
6, 0.1759259259259259
7, 0.2175925925925926
8, 0.26851851851851843
9, 0.3101851851851852
10, 0.3780864197530864
11, 0.43827160493827144
12, 0.5046296296296295
13, 0.5648148148148147
14, 0.6296296296296294
15, 0.7013888888888887
16, 0.7672325102880657
17, 0.8184156378600823
18, 0.8662551440329215
19, 0.8971193415637858
20, 0.9254115226337445
21, 0.9999999999999998
22, 0.9999999999999998
23, 0.9999999999999998
24, 0.9999999999999998
25, 0.9999999999999998
26, 0.9999999999999998
27, 0.9999999999999998
28, 0.9999999999999998
29, 0.9999999999999998
30, 0.9999999999999998
31, 0.9999999999999998
32, 0.9999999999999998
33, 0.9999999999999998
34, 0.9999999999999998
35, 0.9999999999999998
36, 0.9999999999999998
37, 0.9999999999999998
38, 0.9999999999999998
39, 0.9999999999999998
40, 0.9999999999999998
41, 0.9999999999999998
42, 0.9999999999999998
43, 0.9999999999999998
44, 0.9999999999999998
45, 0.9999999999999998
46, 0.9999999999999998
47, 0.9999999999999998
48, 0.9999999999999998
49, 0.9999999999999998
50, 0.9999999999999998
51, 0.9999999999999998
52, 0.9999999999999998
53, 0.9999999999999998
54, 0.9999999999999998
55, 0.9999999999999998
56, 0.9999999999999998
57, 0.9999999999999998
58, 0.9999999999999998
59, 0.9999999999999998
60, 0.9999999999999998
61, 0.9999999999999998
62, 0.9999999999999998
63, 0.9999999999999998
64, 0.9999999999999998
65, 0.9999999999999998
66, 0.9999999999999998
67, 0.9999999999999998
68, 0.9999999999999998
69, 0.9999999999999998
70, 0.9999999999999998
71, 0.9999999999999998
72, 0.9999999999999998
73, 0.9999999999999998
74, 0.9999999999999998
75, 0.9999999999999998
76, 0.9999999999999998
77, 0.9999999999999998
78, 0.9999999999999998
