k, Result
1, 0.027777777777777776
2, 0.027777777777777776
3, 0.07407407407407407
4, 0.07407407407407407
5, 0.09259259259259259
6, 0.16666666666666669
7, 0.09722222222222224
8, 0.09722222222222221
9, 0.09722222222222221
10, 0.13580246913580246
11, 0.1111111111111111
12, 0.11419753086419752
13, 0.08641975308641975
14, 0.08333333333333333
15, 0.10673868312757197
16, 0.0848765432098765
17, 0.06301440329218104
18, 0.05401234567901232
19, 0.036008230452674886
20, 0.028292181069958837
21, 0.07458847736625511
22, 0.0
23, 0.0
24, 0.0
25, 0.0
26, 0.0
27, 0.0
28, 0.0
29, 0.0
30, 0.0
31, 0.0
32, 0.0
33, 0.0
34, 0.0
35, 0.0
36, 0.0
37, 0.0
38, 0.0
39, 0.0
40, 0.0
41, 0.0
42, 0.0
43, 0.0
44, 0.0
45, 0.0
46, 0.0
47, 0.0
48, 0.0
49, 0.0
50, 0.0
51, 0.0
52, 0.0
53, 0.0
54, 0.0
55, 0.0
56, 0.0
57, 0.0
58, 0.0
59, 0.0
60, 0.0
61, 0.0
62, 0.0
63, 0.0
64, 0.0
65, 0.0
66, 0.0
67, 0.0
68, 0.0
69, 0.0
70, 0.0
71, 0.0
72, 0.0
73, 0.0
74, 0.0
75, 0.0
76, 0.0
77, 0.0
78, 0.0
