k, Result
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 3.814697265625E-6
7, 6.866455078125E-5
8, 1.373291015625E-4
9, 0.0
10, 1.3947486877441406E-4
11, 7.510185241699219E-6
12, 7.76052474975586E-5
13, 1.995563507080078E-4
14, 4.2057037353515625E-4
15, 3.1994283199310303E-4
16, 0.0015206784009933472
17, 0.0019216686487197876
18, 0.0018198490142822266
19, 4.371553659439087E-4
20, 0.003274887800216675
21, 0.002881496213376522
22, 0.0018898090347647667
23, 0.0037108194082975388
24, 0.007296343334019184
25, 0.009315493516623974
26, 0.007299095042981207
27, 0.010056702885776758
28, 0.009701333474367857
29, 0.013421456795185804
30, 0.013667123595951125
31, 0.012134284334024414
32, 0.0166569756474928
33, 0.02129033850360429
34, 0.021365019914810546
35, 0.021118507160281297
36, 0.025851792917819694
37, 0.02374474598946108
38, 0.026978980265994323
39, 0.027263337322892767
40, 0.030542175306436548
41, 0.029861260876486995
42, 0.034695373291924625
43, 0.02789491841645031
44, 0.029352724843192846
45, 0.043445602560268526
46, 0.025419137374683487
47, 0.023797818794832892
48, 0.026529158211872073
49, 0.023971999558341395
50, 0.0281543094087624
51, 0.029771382305511906
52, 0.03098622352564462
53, 0.021478812515283607
54, 0.01964053733183846
55, 0.0368056074127594
56, 0.017457904305310024
57, 0.012292009988357222
58, 0.00901864217662407
59, 0.010092048541942233
60, 0.008660211523405792
61, 0.010350794693827936
62, 0.011246406974773748
63, 0.012036343928961912
64, 0.006670997788145172
65, 0.0054921525247344505
66, 0.014855335274867265
67, 0.004569274867651796
68, 0.0019776372157234157
69, 0.0010858985989599113
70, 8.960226242065161E-4
71, 0.00107802243149413
72, 8.304280790516483E-4
73, 0.0011197235995381583
74, 0.0012018540418359258
75, 0.0013059632982796998
76, 4.577593146990466E-4
77, 4.0650841553713235E-4
78, 0.0020535274469515308
