k, Result
1, 0.0
2, 0.0
3, 0.0
4, 7.32421875E-4
5, 0.002197265625
6, 0.004642486572265625
7, 0.01346588134765625
8, 0.02545928955078125
9, 0.0363616943359375
10, 0.04405355453491211
11, 0.05367159843444824
12, 0.0675208568572998
13, 0.08730196952819824
14, 0.11391878128051758
15, 0.13716679066419601
16, 0.16758181154727936
17, 0.20112334936857224
18, 0.23028699308633804
19, 0.25915661454200745
20, 0.2828237786889076
21, 0.31676999293267727
22, 0.3471860643476248
23, 0.39019141905009747
24, 0.4256535922177136
25, 0.46449197037145495
26, 0.4922211450175382
27, 0.5201307540410198
28, 0.5559401282225735
29, 0.5840805129264481
30, 0.6169392965384759
31, 0.6514214027920389
32, 0.6832978988495597
33, 0.7087321113103826
34, 0.7330855813343078
35, 0.7493857871231739
36, 0.7789481313611759
37, 0.7999955681952997
38, 0.8210417575255633
39, 0.8404389984989393
40, 0.8623158559793183
41, 0.8779725425505376
42, 0.8911891845752962
43, 0.9001406277761816
44, 0.9077278159861066
45, 0.925340155157869
46, 0.9352890559260061
47, 0.9447136904109783
48, 0.9525698115882708
49, 0.9601190510615947
50, 0.967478013899159
51, 0.9719705853369831
52, 0.9748134635014498
53, 0.9767991109230891
54, 0.9779702354345048
55, 0.985336225282099
56, 0.9884900653019817
57, 0.9910203483959412
58, 0.9925908799315081
59, 0.9939498615069723
60, 0.9950822881386483
61, 0.9962150905237417
62, 0.9967102978218472
63, 0.9969413896702084
64, 0.9970506116297371
65, 0.997122573415919
66, 0.9987460420967735
67, 0.9992659588215128
68, 0.9994823651041789
69, 0.999598729177546
70, 0.9996799950612345
71, 0.9997416371887633
72, 0.9998053851782228
73, 0.9998468191311426
74, 0.9998537849757593
75, 0.9998550747968684
76, 0.9998552759777304
77, 0.9998552918976957
78, 0.9999999895607428
