k, Result
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.0
16, 0.0
17, 0.0
18, 5.9604644775390625E-8
19, 5.9604644775390625E-8
20, 2.205371856689453E-6
21, 2.205371856689453E-6
22, 2.205371856689453E-6
23, 2.205371856689453E-6
24, 2.033710479736328E-4
25, 2.035275101661682E-4
26, 2.0559504628181458E-4
27, 2.2033601999282837E-4
28, 2.314392477273941E-4
29, 6.411690264940262E-4
30, 0.0018380498513579369
31, 0.0034981360659003258
32, 0.005441916175186634
33, 0.006734749069437385
34, 0.013429829152300954
35, 0.014615584688726813
36, 0.01601080779801123
37, 0.016463645704789087
38, 0.018728861279669218
39, 0.02426095299597364
40, 0.03792979310674127
41, 0.054157134727574885
42, 0.07848089750041254
43, 0.10407120868694619
44, 0.1346436618550797
45, 0.15245423188389395
46, 0.17584117345131745
47, 0.19943095273492872
48, 0.21677792874538682
49, 0.23390550937233456
50, 0.26054935711704275
51, 0.304047822614848
52, 0.3653818585080444
53, 0.42955163750389147
54, 0.5021464200231094
55, 0.571371019586131
56, 0.5931301393689452
57, 0.6183567145834061
58, 0.6461556994306292
59, 0.6697565403174934
60, 0.6891853334488616
61, 0.7109099307518676
62, 0.741258512005281
63, 0.7842572778062902
64, 0.8303600354447767
65, 0.8869516889280291
66, 0.947690550138697
67, 0.9555063374641484
68, 0.9580529002295806
69, 0.9610661600609043
70, 0.9643293189980295
71, 0.967131160545549
72, 0.9694499131017587
73, 0.9720854261162861
74, 0.9757917642808898
75, 0.9807191831258173
76, 0.9859589781568587
77, 0.9925067130334009
78, 1.0
