k, Result
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0048828125
10, 0.0
11, 0.00146484375
12, 2.47955322265625E-4
13, 2.74658203125E-4
14, 0.00254058837890625
15, 0.0
16, 0.028324127197265625
17, 0.01812744140625
18, 0.052871763706207275
19, 0.060430169105529785
20, 0.037840068340301514
21, 0.018316268920898438
22, 0.008433401584625244
23, 0.010237455368041992
24, 0.021460115909576416
25, 0.04867831617593765
26, 0.06472482159733772
27, 0.1013580672442913
28, 0.09102472756057978
29, 0.06496301293373108
30, 0.03695397824048996
31, 0.02780238166451454
32, 0.02941338624805212
33, 0.044823336764238775
34, 0.07334581681061536
35, 0.09484452725155279
36, 0.09359998352010734
37, 0.11455660028150305
38, 0.06793781567830592
39, 0.058206595975207165
40, 0.04589629275142215
41, 0.046103601140202954
42, 0.060397436187486164
43, 0.08185488999333757
44, 0.1122463980664179
45, 0.0947616473731614
46, 0.08739988981119495
47, 0.07310043834422686
48, 0.06791825268942375
49, 0.05677462639778241
50, 0.05502687614716706
51, 0.06721375244615047
52, 0.08346453661442865
53, 0.10007949127316351
54, 0.10394592382326096
55, 0.11041164659916092
56, 0.05745923593701718
57, 0.04460618652031911
58, 0.03734912439620075
59, 0.031192855832578914
60, 0.026482552930048087
61, 0.02995484791747316
62, 0.042524807702584155
63, 0.05401775699709077
64, 0.06322653378435206
65, 0.06077378183132254
66, 0.06475311592822397
67, 0.011824658378658981
68, 0.005765660738654255
69, 0.004439723628744119
70, 0.00366696198386407
71, 0.003056653394158282
72, 0.002698524569400007
73, 0.0033274651214441064
74, 0.004973504931967909
75, 0.0062718803588524
76, 0.00726240987876281
77, 0.006686253314768464
78, 0.007493286966599122
