k, Result
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 3.814697265625E-6
13, 1.6021728515625E-4
14, 0.001739501953125
15, 0.0
16, 0.001430511474609375
17, 0.0178985595703125
18, 0.049625396728515625
19, 0.05154919624328613
20, 0.023747920989990234
21, 0.0010895729064941406
22, 0.002597808837890625
23, 0.005973100662231445
24, 0.014306187629699707
25, 0.037775516510009766
26, 0.040180742740631104
27, 0.07712457329034805
28, 0.041308555752038956
29, 0.04296937957406044
30, 0.020424851216375828
31, 0.014514684677124023
32, 0.013131416402757168
33, 0.017771504819393158
34, 0.04454031027853489
35, 0.035613683983683586
36, 0.03791901690419763
37, 0.058792073861695826
38, 0.03108965652063489
39, 0.02087829035008326
40, 0.024590631248429418
41, 0.012371788267046213
42, 0.013620098325191066
43, 0.014768261782592162
44, 0.037694357335567474
45, 0.021218844871327747
46, 0.015175034141066135
47, 0.015368122811196372
48, 0.0263761314427029
49, 0.014063855993299512
50, 0.012021699385513784
51, 0.006900202306496794
52, 0.0038635525161225814
53, 0.004379720997349068
54, 0.004630370886843593
55, 0.02005477731938754
56, 0.0063328988926514285
57, 0.003704538016506831
58, 0.004020037040959323
59, 0.00693556188838329
60, 0.003666898857261458
61, 0.003305821995667202
62, 6.427390587759874E-4
63, 4.0010729449591054E-4
64, 2.0003985156336057E-4
65, 2.522137417315662E-4
66, 0.006569921392518552
67, 0.0013090205027932456
68, 3.124457096248534E-4
69, 1.8542312709257658E-4
70, 2.4082516117296393E-4
71, 4.0289091343126415E-4
72, 2.009239878475455E-4
73, 1.4589812238341437E-4
74, 3.4307916507714253E-6
75, 2.7902160582016222E-6
76, 1.084892176095309E-6
77, 0.0
78, 5.385683970793309E-4
