k, Result
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.0
16, 0.0
17, 0.0
18, 0.0
19, 0.0
20, 0.0
21, 0.0
22, 0.0
23, 0.0
24, 0.0
25, 0.0
26, 0.0
27, 8.940696716308594E-7
28, 7.05476850271225E-6
29, 9.882263839244843E-5
30, 5.147168412804604E-4
31, 3.3527612686157227E-8
32, 4.1625648736953735E-4
33, 9.051786037161946E-5
34, 0.0022885965881869197
35, 2.3050233721733093E-5
36, 8.71720549184829E-5
37, 7.351802196353674E-5
38, 1.6842980403453112E-4
39, 5.943167197983712E-4
40, 9.861618163995445E-4
41, 0.001320030220085755
42, 8.318446707562543E-4
43, 9.715464129840257E-4
44, 0.003899653471307829
45, 0.0034823341029550647
46, 0.0019231507333188347
47, 3.3547300881764386E-4
48, 3.1242482145898975E-4
49, 9.307778236689046E-4
50, 9.577264513609407E-4
51, 0.0011669888872347656
52, 5.78599194710705E-4
53, 4.913667629580232E-4
54, 4.783408087121188E-4
55, 0.01064232181793301
56, 0.0018071438293532083
57, 6.222381460361248E-4
58, 3.3780829250673605E-4
59, 4.149083937221576E-4
60, 1.5180048053764494E-4
61, 1.51019022162302E-4
62, 1.4618904834406976E-4
63, 5.909030390860437E-5
64, 1.9942349531731907E-5
65, 1.993031360214559E-5
66, 0.003270406194945119
67, 3.619822734644007E-4
68, 3.000818702725283E-5
69, 3.639219829487672E-6
70, 7.694426462645509E-7
71, 3.382961910602944E-7
72, 0.0
73, 0.0
74, 0.0
75, 0.0
76, 0.0
77, 0.0
78, 1.8436703419943967E-4
