p2_c, Result
0, 0.0
0.1, 0.0
0.2, 0.0
0.3, 0.3333333333333335
0.4, 0.3333333333333335
0.5, 0.5000000000000002
0.6, 0.8333333333333334
0.7, 1.0000000000000002
0.8, 1.0000000000000002
0.9, 1.0000000000000002
1, 1.0000000000000002
