k, Result
1, 0.0
2, 7.716049382716049E-4
3, 0.0023148148148148147
4, 0.006944444444444444
5, 0.01633230452674897
6, 0.028549382716049378
7, 0.04792524005486968
8, 0.06957304526748971
9, 0.09325703017832648
10, 0.12988147290809327
11, 0.1518531616750495
12, 0.180544243446121
13, 0.20561068720469441
14, 0.2394878750063506
15, 0.2972344075471219
16, 0.34709778901844224
17, 0.39707240623253565
18, 0.4357470530301105
19, 0.47518338186294423
20, 0.5005882296905959
21, 0.554651350313052
22, 0.5972918176050469
23, 0.6498568610214963
24, 0.6903181834713309
25, 0.7243767812345937
26, 0.7451889218196964
27, 0.7630694528017338
28, 0.8049965387076716
29, 0.8305173248357545
30, 0.8638846116072529
31, 0.888871110456412
32, 0.9087478134617785
33, 0.9185556255001797
34, 0.9266478749016172
35, 0.9295465992180243
36, 0.9523621294793189
37, 0.9665126102353128
38, 0.9751497688286739
39, 0.9822153963178117
40, 0.9871497307353433
41, 0.9889557869299406
42, 0.9895840523694811
43, 0.9898049211836855
44, 0.9898325093041603
45, 1.0000000000000002
