k, Result
1, 0.0
2, 7.716049382716049E-4
3, 7.716049382716049E-4
4, 7.716049382716049E-4
5, 0.0010288065843621398
6, 0.0014146090534979422
7, 0.002357681755829904
8, 0.0035365226337448555
9, 0.003922325102880658
10, 0.00558877743484225
11, 0.007825002857796068
12, 0.009893332761774119
13, 0.013058341906721536
14, 0.01860008478128334
15, 0.022156982442547712
16, 0.028243691150569863
17, 0.034601758179647404
18, 0.04202875339760198
19, 0.052225528533506066
20, 0.06505398985376552
21, 0.07978936300960501
22, 0.09586168747741987
23, 0.1133509032664256
24, 0.13250896207198917
25, 0.15957613871412815
26, 0.18366984029036146
27, 0.21477481338768084
28, 0.24863502843124868
29, 0.2879151187060472
30, 0.3279778690743657
31, 0.37025584536900613
32, 0.4172476976586417
33, 0.46495829000822375
34, 0.5150559429505893
35, 0.5607025227777911
36, 0.6181170175267965
37, 0.6717371943572731
38, 0.718653009544124
39, 0.7626900116076242
40, 0.8103718914452313
41, 0.8541170421470298
42, 0.8905902572826953
43, 0.9138721600382067
44, 0.9328060882325065
45, 1.0
