k, Result
1, 0.0
2, 7.716049382716049E-4
3, 7.716049382716049E-4
4, 7.716049382716049E-4
5, 0.0010288065843621398
6, 0.0014146090534979422
7, 0.0023576817558299042
8, 0.0035365226337448555
9, 0.003922325102880658
10, 0.0055887774348422495
11, 0.006281792981252857
12, 0.007738078227404357
13, 0.010669700693491845
14, 0.014979019013869834
15, 0.017859836216532025
16, 0.02324400339125133
17, 0.02904506479787972
18, 0.03571570327185895
19, 0.04247002489457907
20, 0.05473479917102745
21, 0.06746449452996663
22, 0.08124682246594636
23, 0.09820874621430223
24, 0.11751365479658135
25, 0.14172157449921535
26, 0.16672583105709288
27, 0.1953110428033168
28, 0.22833758836602386
29, 0.26243065106655966
30, 0.30130286163806863
31, 0.3408947264629035
32, 0.38505519276687106
33, 0.4302439111670557
34, 0.47979700621752924
35, 0.5318741916386689
36, 0.590827245771174
37, 0.6459513556475721
38, 0.6967606958853152
39, 0.7433452425606027
40, 0.7886933282958959
41, 0.8264572841313039
42, 0.8638001089002263
43, 0.8921375893495755
44, 0.9285683776943937
45, 1.0000000000000002
