k, Result
1, 0.0
2, 7.716049382716049E-4
3, 0.0
4, 0.0
5, 1.2860082304526747E-4
6, 3.858024691358024E-4
7, 4.715363511659808E-4
8, 0.0010716735253772291
9, 2.143347050754458E-4
10, 0.001530707018747142
11, 4.3343240359701256E-4
12, 8.817491617131533E-4
13, 0.0016301345069349182
14, 0.0018031899354773151
15, 0.00199820805602127
16, 0.003182407301563109
17, 0.0031398049712950266
18, 0.0032117129417941026
19, 0.003604825282815966
20, 0.004094206321233212
21, 0.007212018280545252
22, 0.006686239482604842
23, 0.00942632511328868
24, 0.007978695303047515
25, 0.010088405090769716
26, 0.0074228294362638555
27, 0.010059989755447923
28, 0.015426094490322066
29, 0.009889591204604685
30, 0.014759795594617198
31, 0.008633033731735193
32, 0.00909558857958114
33, 0.004703108981657758
34, 0.004197374294671887
35, 0.0015724088864018096
36, 0.014267397122537585
37, 0.00580738535166607
38, 0.001971341387764326
39, 5.923196808403898E-4
40, 2.0059216498598113E-4
41, 3.8810214274399964E-5
42, 1.3029765307211206E-5
43, 5.091613042808767E-6
44, 1.8375746319911335E-8
45, 0.00978220172672603
