k, Result
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 1.3938343875251261E-6
14, 3.7168917000670027E-6
15, 7.4337834001340055E-6
16, 1.6261401187793136E-4
17, 3.9027362850703527E-4
18, 3.4845859688128155E-4
19, 2.0649398333705573E-6
20, 0.0012009139420260928
21, 0.0013687751954583782
22, 1.0473833710373994E-4
23, 4.294615977892232E-4
24, 0.0012397715209349414
25, 0.0026692651250047853
26, 0.0018468386787693141
27, 0.003488145086646327
28, 0.0030087113783765504
29, 0.010659198713809184
30, 0.008230150546440359
31, 0.005304331107383246
32, 0.008274941516809886
33, 0.007064587453777967
34, 0.010495148457752148
35, 0.009191859680765654
36, 0.014201325030753912
37, 0.011228262137959662
38, 0.02573254701816122
39, 0.02425274605171679
40, 0.026308203921720886
41, 0.02830832576843885
42, 0.026351393535472254
43, 0.01429146872775135
44, 0.02016409448594167
45, 0.035478246165884804
46, 0.017014084585350826
47, 0.014784557492027658
48, 0.030297836080510114
49, 0.024865871425052286
50, 0.0296207244915973
51, 0.04154380953591815
52, 0.03401478731388909
53, 0.018122696274665312
54, 0.015110649309333016
55, 0.04227418504969461
56, 0.014665379892754526
57, 0.008697040168789577
58, 0.005493291414367068
59, 0.012211388264610415
60, 0.009203777945737483
61, 0.010317069624918697
62, 0.016773809148709545
63, 0.014454981867007161
64, 0.0060934456911812315
65, 0.0050967496644436314
66, 0.018259551693772812
67, 0.0041678869288672305
68, 0.0013547362964627916
69, 6.007087480286745E-4
70, 4.216300318976121E-4
71, 0.001170821539465461
72, 7.06717198557481E-4
73, 8.278792776663312E-4
74, 0.0015644513133241372
75, 0.001209511499221435
76, 3.427538848036398E-4
77, 3.532689150327375E-4
78, 0.002021468091750666
